rnaID,geneID,ENTREZ
rna7206,gene3031,551597
rna7207,gene3031,551597
rna7208,gene3031,551597
rna7865,gene3305,551599
rna13726,gene5958,551602
rna14765,gene6405,551603
rna14766,gene6405,551603
rna17928,gene7756,551604
rna17929,gene7756,551604
rna17930,gene7756,551604
rna17932,gene7756,551604
rna17931,gene7756,551604
rna17933,gene7756,551604
rna17934,gene7756,551604
rna17935,gene7756,551604
rna17936,gene7756,551604
rna8282,gene3487,551605
rna8283,gene3487,551605
rna2990,gene1237,551606
rna6561,gene2766,551607
rna22665,gene9837,551608
rna22666,gene9837,551608
rna20040,gene8698,551609
rna18750,gene8133,551610
rna18751,gene8133,551610
rna1676,gene729,551612
rna1677,gene729,551612
rna13154,gene5702,551613
rna8325,gene3504,551614
rna8326,gene3504,551614
rna8327,gene3504,551614
rna6420,gene2700,551616
rna6419,gene2700,551616
rna12920,gene5599,551617
rna12919,gene5599,551617
rna12918,gene5599,551617
rna12917,gene5599,551617
rna12916,gene5599,551617
rna24946,gene10827,551618
rna10260,gene4360,551619
rna1482,gene658,551620
rna1483,gene658,551620
rna2554,gene1073,551621
rna2555,gene1073,551621
rna2898,gene1191,551622
rna2897,gene1191,551622
rna3632,gene1517,551623
rna3640,gene1517,551623
rna3631,gene1517,551623
rna3630,gene1517,551623
rna3639,gene1517,551623
rna3638,gene1517,551623
rna3633,gene1517,551623
rna3634,gene1517,551623
rna3635,gene1517,551623
rna3636,gene1517,551623
rna3637,gene1517,551623
rna21999,gene9521,551624
rna21998,gene9521,551624
rna21997,gene9521,551624
rna21996,gene9521,551624
rna21995,gene9521,551624
rna22902,gene9925,551625
rna9379,gene3950,551628
rna9377,gene3950,551628
rna9378,gene3950,551628
rna9376,gene3950,551628
rna7864,gene3304,551629
rna12504,gene5400,551631
rna3714,gene1554,551632
rna3713,gene1554,551632
rna2989,gene1236,551633
rna20288,gene8811,551635
rna20289,gene8811,551635
rna1683,gene731,551636
rna1682,gene731,551636
rna1681,gene731,551636
rna2969,gene1225,551637
rna17303,gene7476,551642
rna2177,gene922,551643
rna2176,gene922,551643
rna2175,gene922,551643
rna2173,gene922,551643
rna2174,gene922,551643
rna2172,gene922,551643
rna2178,gene922,551643
rna13337,gene5783,551644
rna123,gene49,551646
rna2690,gene1129,551647
rna2689,gene1129,551647
rna2691,gene1129,551647
rna2692,gene1129,551647
rna2693,gene1129,551647
rna2694,gene1129,551647
rna21091,gene9139,551648
rna21092,gene9139,551648
rna23127,gene10013,551649
rna23401,gene10153,551650
rna23402,gene10153,551650
rna24823,gene10765,551651
rna28086,gene12245,551652
rna28085,gene12245,551652
rna6903,gene2895,551654
rna6202,gene2615,551655
rna6203,gene2615,551655
rna6204,gene2615,551655
rna6205,gene2615,551655
rna8624,gene3647,551656
rna11694,gene5034,551658
rna12505,gene5401,551659
rna13052,gene5663,551660
rna13736,gene5961,551661
rna13433,gene5823,551662
rna15850,gene6858,551663
rna15849,gene6858,551663
rna15835,gene6858,551663
rna15836,gene6858,551663
rna15837,gene6858,551663
rna15838,gene6858,551663
rna15839,gene6858,551663
rna15840,gene6858,551663
rna15841,gene6858,551663
rna15842,gene6858,551663
rna15843,gene6858,551663
rna15844,gene6858,551663
rna15845,gene6858,551663
rna15846,gene6858,551663
rna15847,gene6858,551663
rna15848,gene6858,551663
rna15854,gene6858,551663
rna15851,gene6858,551663
rna15852,gene6858,551663
rna15853,gene6858,551663
rna15855,gene6858,551663
rna15856,gene6858,551663
rna8279,gene3485,551664
rna2987,gene1234,551665
rna18744,gene8131,551666
rna18745,gene8131,551666
rna18746,gene8131,551666
rna18748,gene8131,551666
rna18747,gene8131,551666
rna20697,gene8982,551667
rna20699,gene8982,551667
rna20698,gene8982,551667
rna20701,gene8982,551667
rna20700,gene8982,551667
rna20290,gene8812,551668
rna20291,gene8812,551668
rna20292,gene8812,551668
rna1684,gene733,551670
rna1685,gene733,551670
rna2392,gene1006,551671
rna8334,gene3506,551672
rna7673,gene3224,551673
rna7672,gene3224,551673
rna7670,gene3224,551673
rna7671,gene3224,551673
rna7668,gene3224,551673
rna7669,gene3224,551673
rna7683,gene3224,551673
rna7682,gene3224,551673
rna7681,gene3224,551673
rna7679,gene3224,551673
rna7680,gene3224,551673
rna7678,gene3224,551673
rna7676,gene3224,551673
rna7677,gene3224,551673
rna7674,gene3224,551673
rna7675,gene3224,551673
rna2168,gene920,551676
rna2167,gene920,551676
rna2165,gene920,551676
rna2166,gene920,551676
rna2169,gene920,551676
rna22374,gene9685,551677
rna127,gene53,551678
rna128,gene53,551678
rna1864,gene799,551679
rna1863,gene799,551679
rna1862,gene799,551679
rna1861,gene799,551679
rna2696,gene1131,551680
rna2697,gene1131,551680
rna2698,gene1131,551680
rna2699,gene1131,551680
rna19517,gene8469,551682
rna21085,gene9137,551683
rna21086,gene9137,551683
rna24822,gene10764,551684
rna28079,gene12244,551685
rna28080,gene12244,551685
rna28081,gene12244,551685
rna28082,gene12244,551685
rna28083,gene12244,551685
rna28084,gene12244,551685
rna27794,gene12135,551686
rna5658,gene2396,551687
rna5463,gene2326,551688
rna5464,gene2326,551688
rna5474,gene2326,551688
rna5473,gene2326,551688
rna5465,gene2326,551688
rna5466,gene2326,551688
rna5467,gene2326,551688
rna5468,gene2326,551688
rna5469,gene2326,551688
rna5470,gene2326,551688
rna5471,gene2326,551688
rna5472,gene2326,551688
rna5023,gene2152,551689
rna4052,gene1703,551690
rna8175,gene3452,551691
rna8176,gene3452,551691
rna8177,gene3452,551691
rna8178,gene3452,551691
rna8179,gene3452,551691
rna8180,gene3452,551691
rna8181,gene3452,551691
rna8182,gene3452,551691
rna8183,gene3452,551691
rna8184,gene3452,551691
rna8185,gene3452,551691
rna8186,gene3452,551691
rna8187,gene3452,551691
rna8188,gene3452,551691
rna8189,gene3452,551691
rna8190,gene3452,551691
rna8191,gene3452,551691
rna8192,gene3452,551691
rna8193,gene3452,551691
rna8194,gene3452,551691
rna8195,gene3452,551691
rna8196,gene3452,551691
rna8197,gene3452,551691
rna8198,gene3452,551691
rna8199,gene3452,551691
rna8200,gene3452,551691
rna8201,gene3452,551691
rna8202,gene3452,551691
rna8203,gene3452,551691
rna8204,gene3452,551691
rna8205,gene3452,551691
rna8206,gene3452,551691
rna8207,gene3452,551691
rna8208,gene3452,551691
rna8209,gene3452,551691
rna8210,gene3452,551691
rna8211,gene3452,551691
rna8212,gene3452,551691
rna8213,gene3452,551691
rna8214,gene3452,551691
rna8215,gene3452,551691
rna8216,gene3452,551691
rna8217,gene3452,551691
rna10279,gene4369,551692
rna15883,gene6866,551694
rna22671,gene9841,551695
rna16161,gene6997,551696
rna2381,gene997,551699
rna2382,gene997,551699
rna2383,gene997,551699
rna11718,gene5044,551700
rna11719,gene5044,551700
rna7685,gene3225,551701
rna7684,gene3225,551701
rna7686,gene3225,551701
rna13955,gene6053,551702
rna2164,gene919,551703
rna24652,gene10682,551704
rna24651,gene10682,551704
rna1891,gene801,551705
rna1892,gene801,551705
rna1893,gene801,551705
rna18649,gene8093,551706
rna18650,gene8093,551706
rna18651,gene8093,551706
rna18652,gene8093,551706
rna18653,gene8093,551706
rna18654,gene8093,551706
rna18655,gene8093,551706
rna18656,gene8093,551706
rna18657,gene8093,551706
rna18658,gene8093,551706
rna18659,gene8093,551706
rna18660,gene8093,551706
rna21084,gene9136,551707
rna21083,gene9136,551707
rna21082,gene9136,551707
rna25408,gene11019,551708
rna25409,gene11019,551708
rna25410,gene11019,551708
rna24819,gene10763,551709
rna24820,gene10763,551709
rna24821,gene10763,551709
rna27793,gene12134,551710
rna4707,gene2018,551711
rna7138,gene3002,551712
rna7139,gene3002,551712
rna6715,gene2811,551714
rna7598,gene3192,551715
rna14969,gene6490,551717
rna14970,gene6490,551717
rna15447,gene6705,551718
rna25960,gene11240,551719
rna16265,gene7047,551720
rna26279,gene11382,551721
rna8364,gene3518,551722
rna8365,gene3518,551722
rna5864,gene2437,551723
rna19520,gene8472,551724
rna2964,gene1222,551725
rna2962,gene1222,551725
rna2961,gene1222,551725
rna2963,gene1222,551725
rna18462,gene7993,551726
rna7689,gene3226,551727
rna7688,gene3226,551727
rna7687,gene3226,551727
rna1329,gene584,551728
rna1330,gene584,551728
rna1903,gene810,551730
rna2711,gene1133,551731
rna2712,gene1133,551731
rna2713,gene1133,551731
rna2714,gene1133,551731
rna2715,gene1133,551731
rna2716,gene1133,551731
rna2710,gene1133,551731
rna2709,gene1133,551731
rna2717,gene1133,551731
rna3645,gene1522,551732
rna3646,gene1522,551732
rna18448,gene7984,551733
rna18447,gene7984,551733
rna21379,gene9271,551734
rna21077,gene9134,551735
rna21078,gene9134,551735
rna21079,gene9134,551735
rna21080,gene9134,551735
rna20535,gene8909,551736
rna20537,gene8909,551736
rna20536,gene8909,551736
rna20539,gene8909,551736
rna20538,gene8909,551736
rna20534,gene8909,551736
rna22567,gene9786,551737
rna22568,gene9786,551737
rna22916,gene9930,551738
rna22917,gene9930,551738
rna23650,gene10257,551739
rna23649,gene10257,551739
rna25407,gene11018,551740
rna24818,gene10762,551741
rna24417,gene10573,551742
rna24416,gene10573,551742
rna24418,gene10573,551742
rna4247,gene1780,551743
rna7134,gene3000,551744
rna7135,gene3000,551744
rna6845,gene2875,551745
rna6847,gene2875,551745
rna6846,gene2875,551745
rna7825,gene3289,551746
rna7826,gene3289,551746
rna10107,gene4285,551747
rna10108,gene4285,551747
rna12164,gene5248,551749
rna12163,gene5248,551749
rna15448,gene6706,551751
rna22675,gene9843,551753
rna16165,gene6999,551754
rna16164,gene6999,551754
rna5815,gene2421,551755
rna5816,gene2421,551755
rna5817,gene2421,551755
rna18461,gene7992,551756
rna18361,gene7936,551757
rna10630,gene4531,551758
rna10631,gene4531,551758
rna22364,gene9682,551759
rna22365,gene9682,551759
rna12403,gene5361,551760
rna807,gene367,551761
rna2719,gene1134,551762
rna2718,gene1134,551762
rna2720,gene1134,551762
rna18645,gene8090,551763
rna18646,gene8090,551763
rna22574,gene9790,551765
rna25406,gene11017,551766
rna24419,gene10574,551768
rna26461,gene11491,551769
rna26255,gene11367,551770
rna26254,gene11367,551770
rna26253,gene11367,551770
rna26252,gene11367,551770
rna26251,gene11367,551770
rna26250,gene11367,551770
rna26249,gene11367,551770
rna26248,gene11367,551770
rna26247,gene11367,551770
rna26246,gene11367,551770
rna27634,gene12062,551771
rna4514,gene1909,551772
rna4515,gene1909,551772
rna4246,gene1779,551773
rna8865,gene3748,551774
rna7993,gene3358,551775
rna10103,gene4283,551776
rna10104,gene4283,551776
rna10101,gene4283,551776
rna10102,gene4283,551776
rna10105,gene4283,551776
rna13948,gene6047,551778
rna13723,gene5956,551779
rna14954,gene6485,551780
rna14955,gene6485,551780
rna14956,gene6485,551780
rna14957,gene6485,551780
rna14958,gene6485,551780
rna14959,gene6485,551780
rna14960,gene6485,551780
rna15886,gene6869,551781
rna9547,gene4026,551782
rna19524,gene8475,551784
rna1753,gene760,551785
rna18460,gene7991,551787
rna18459,gene7991,551787
rna12394,gene5356,551788
rna1468,gene651,551790
rna1467,gene651,551790
rna2911,gene1199,551791
rna3182,gene1325,551792
rna3179,gene1325,551792
rna3180,gene1325,551792
rna3181,gene1325,551792
rna3174,gene1325,551792
rna3175,gene1325,551792
rna3176,gene1325,551792
rna3177,gene1325,551792
rna3178,gene1325,551792
rna3171,gene1325,551792
rna3172,gene1325,551792
rna3173,gene1325,551792
rna19318,gene8383,551793
rna19317,gene8383,551793
rna18644,gene8089,551794
rna19749,gene8582,551795
rna23424,gene10159,551796
rna23425,gene10159,551796
rna27780,gene12126,551799
rna27781,gene12126,551799
rna27782,gene12126,551799
rna4696,gene2015,551801
rna4697,gene2015,551801
rna4698,gene2015,551801
rna9777,gene4151,551802
rna9778,gene4151,551802
rna9779,gene4151,551802
rna12171,gene5253,551803
rna12173,gene5253,551803
rna12172,gene5253,551803
rna12174,gene5253,551803
rna14324,gene6216,551804
rna14325,gene6216,551804
rna14326,gene6216,551804
rna14327,gene6216,551804
rna14328,gene6216,551804
rna14329,gene6216,551804
rna14330,gene6216,551804
rna14331,gene6216,551804
rna13946,gene6045,551805
rna15461,gene6712,551806
rna15460,gene6712,551806
rna15459,gene6712,551806
rna15462,gene6712,551806
rna14576,gene6314,551807
rna14573,gene6314,551807
rna14574,gene6314,551807
rna14575,gene6314,551807
rna14572,gene6314,551807
rna14577,gene6314,551807
rna14666,gene6354,551809
rna12890,gene5587,551811
rna24028,gene10408,551812
rna18363,gene7938,551814
rna20464,gene8886,551815
rna12962,gene5619,551817
rna1466,gene650,551818
rna591,gene274,551819
rna19507,gene8463,551820
rna19506,gene8463,551820
rna23426,gene10160,551822
rna23427,gene10160,551822
rna25399,gene11014,551823
rna26459,gene11490,551824
rna26460,gene11490,551824
rna26198,gene11342,551825
rna26199,gene11342,551825
rna7261,gene3050,551826
rna7262,gene3050,551826
rna7263,gene3050,551826
rna7264,gene3050,551826
rna7265,gene3050,551826
rna7266,gene3050,551826
rna7267,gene3050,551826
rna7129,gene2997,551827
rna6682,gene2801,551828
rna6683,gene2801,551828
rna6684,gene2801,551828
rna6686,gene2801,551828
rna6685,gene2801,551828
rna6687,gene2801,551828
rna6688,gene2801,551828
rna6689,gene2801,551828
rna6690,gene2801,551828
rna10090,gene4279,551830
rna10088,gene4279,551830
rna10089,gene4279,551830
rna10084,gene4279,551830
rna10085,gene4279,551830
rna10086,gene4279,551830
rna10087,gene4279,551830
rna10083,gene4279,551830
rna10082,gene4279,551830
rna10885,gene4643,551831
rna10886,gene4643,551831
rna10887,gene4643,551831
rna12057,gene5201,551832
rna14952,gene6483,551833
rna14951,gene6483,551833
rna15101,gene6545,551834
rna14569,gene6313,551835
rna14570,gene6313,551835
rna14571,gene6313,551835
rna3124,gene1298,551837
rna3125,gene1298,551837
rna3126,gene1298,551837
rna19665,gene8540,551838
rna19664,gene8540,551838
rna26049,gene11275,551839
rna26050,gene11275,551839
rna18364,gene7939,551840
rna14688,gene6363,551841
rna14689,gene6363,551841
rna14690,gene6363,551841
rna14691,gene6363,551841
rna533,gene240,551842
rna534,gene240,551842
rna2442,gene1030,551843
rna18642,gene8087,551844
rna24226,gene10491,551845
rna24227,gene10491,551845
rna24225,gene10491,551845
rna24816,gene10760,551846
rna24814,gene10760,551846
rna24815,gene10760,551846
rna26194,gene11341,551847
rna26195,gene11341,551847
rna26196,gene11341,551847
rna26197,gene11341,551847
rna27622,gene12054,551848
rna27623,gene12054,551848
rna27624,gene12054,551848
rna4230,gene1772,551849
rna4229,gene1772,551849
rna6111,gene2560,551850
rna6112,gene2560,551850
rna8157,gene3443,551852
rna8156,gene3443,551852
rna10161,gene4315,551853
rna10162,gene4315,551853
rna10163,gene4315,551853
rna10165,gene4315,551853
rna10164,gene4315,551853
rna10627,gene4529,551854
rna10888,gene4644,551855
rna10889,gene4644,551855
rna10890,gene4644,551855
rna12058,gene5202,551856
rna22680,gene9848,551857
rna7850,gene3298,551858
rna7849,gene3298,551858
rna7845,gene3298,551858
rna7846,gene3298,551858
rna7847,gene3298,551858
rna7848,gene3298,551858
rna7843,gene3298,551858
rna7844,gene3298,551858
rna7842,gene3298,551858
rna7852,gene3298,551858
rna7851,gene3298,551858
rna22846,gene9905,551859
rna14667,gene6355,551860
rna26450,gene11482,551861
rna16434,gene7109,551863
rna18365,gene7940,551864
rna12388,gene5352,551865
rna12389,gene5352,551865
rna14692,gene6364,551866
rna9472,gene3987,551867
rna3193,gene1333,551868
rna22585,gene9798,551869
rna22935,gene9938,551870
rna22934,gene9938,551870
rna28066,gene12236,551871
rna4508,gene1905,551872
rna7124,gene2995,551874
rna7125,gene2995,551874
rna7576,gene3183,551875
rna10891,gene4645,551877
rna10892,gene4645,551877
rna10893,gene4645,551877
rna13934,gene6040,551879
rna13933,gene6040,551879
rna17345,gene7502,551880
rna23220,gene10057,551881
rna23221,gene10057,551881
rna23222,gene10057,551881
rna24926,gene10820,551882
rna20223,gene8782,551883
rna20224,gene8782,551883
rna20225,gene8782,551883
rna20222,gene8782,551883
rna20221,gene8782,551883
rna20217,gene8782,551883
rna20218,gene8782,551883
rna20219,gene8782,551883
rna20220,gene8782,551883
rna20216,gene8782,551883
rna20226,gene8782,551883
rna22841,gene9904,551884
rna22842,gene9904,551884
rna22843,gene9904,551884
rna22844,gene9904,551884
rna22845,gene9904,551884
rna15027,gene6517,551885
rna15028,gene6517,551885
rna16213,gene7018,551888
rna3283,gene1372,551889
rna3282,gene1372,551889
rna3281,gene1372,551889
rna3284,gene1372,551889
rna10654,gene4537,551890
rna10655,gene4537,551890
rna10656,gene4537,551890
rna10650,gene4537,551890
rna10651,gene4537,551890
rna10652,gene4537,551890
rna10653,gene4537,551890
rna5450,gene2322,551891
rna5452,gene2322,551891
rna5451,gene2322,551891
rna5453,gene2322,551891
rna536,gene242,551892
rna537,gene242,551892
rna538,gene242,551892
rna3067,gene1277,551893
rna3194,gene1334,551894
rna23440,gene10162,551895
rna23439,gene10162,551895
rna23438,gene10162,551895
rna23437,gene10162,551895
rna23436,gene10162,551895
rna7122,gene2993,551896
rna9786,gene4156,551897
rna9791,gene4156,551897
rna9792,gene4156,551897
rna9788,gene4156,551897
rna9789,gene4156,551897
rna9790,gene4156,551897
rna9787,gene4156,551897
rna13928,gene6037,551898
rna13929,gene6037,551898
rna13930,gene6037,551898
rna18039,gene7803,551901
rna27142,gene11819,551902
rna27143,gene11819,551902
rna10396,gene4425,551903
rna10395,gene4425,551903
rna10394,gene4425,551903
rna15697,gene6807,551904
rna15694,gene6807,551904
rna15695,gene6807,551904
rna15696,gene6807,551904
rna3724,gene1560,551905
rna3279,gene1370,551906
rna16601,gene7181,551907
rna27196,gene11843,551908
rna27197,gene11843,551908
rna27198,gene11843,551908
rna539,gene243,551909
rna23202,gene10048,551910
rna23203,gene10048,551910
rna2740,gene1140,551911
rna2739,gene1140,551911
rna3070,gene1278,551912
rna3071,gene1278,551912
rna3069,gene1278,551912
rna3068,gene1278,551912
rna22937,gene9940,551913
rna4834,gene2087,551914
rna6297,gene2648,551916
rna6298,gene2648,551916
rna7573,gene3181,551917
rna7975,gene3351,551918
rna10746,gene4583,551919
rna10747,gene4583,551919
rna10748,gene4583,551919
rna10749,gene4583,551919
rna10750,gene4583,551919
rna10751,gene4583,551919
rna10752,gene4583,551919
rna10753,gene4583,551919
rna10754,gene4583,551919
rna10755,gene4583,551919
rna10895,gene4647,551920
rna17458,gene7563,551922
rna12372,gene5345,551924
rna12373,gene5345,551924
rna12368,gene5345,551924
rna12369,gene5345,551924
rna12370,gene5345,551924
rna12371,gene5345,551924
rna12374,gene5345,551924
rna10392,gene4424,551927
rna10393,gene4424,551927
rna15691,gene6806,551928
rna15692,gene6806,551928
rna15693,gene6806,551928
rna9552,gene4031,551929
rna17943,gene7760,551930
rna17944,gene7760,551930
rna24540,gene10636,551931
rna24539,gene10636,551931
rna24541,gene10636,551931
rna10660,gene4540,551934
rna10661,gene4540,551934
rna10662,gene4540,551934
rna10663,gene4540,551934
rna25965,gene11244,551935
rna16604,gene7183,551936
rna16603,gene7183,551936
rna27512,gene11998,551938
rna27516,gene11998,551938
rna27515,gene11998,551938
rna27514,gene11998,551938
rna27513,gene11998,551938
rna1453,gene643,551939
rna3197,gene1336,551941
rna25389,gene11009,551944
rna27022,gene11765,551945
rna26443,gene11479,551946
rna26444,gene11479,551946
rna26442,gene11479,551946
rna27609,gene12047,551947
rna27608,gene12047,551947
rna6295,gene2647,551948
rna6296,gene2647,551948
rna7572,gene3180,551949
rna15901,gene6878,551950
rna12367,gene5344,551952
rna18034,gene7799,551953
rna18035,gene7799,551953
rna16294,gene7059,551954
rna9553,gene4032,551956
rna26495,gene11507,551957
rna26494,gene11507,551957
rna26493,gene11507,551957
rna26492,gene11507,551957
rna26499,gene11507,551957
rna26497,gene11507,551957
rna26498,gene11507,551957
rna26496,gene11507,551957
rna26060,gene11281,551958
rna16722,gene7226,551959
rna3272,gene1366,551960
rna9224,gene3887,551961
rna14718,gene6379,551962
rna22285,gene9642,551963
rna22286,gene9642,551963
rna22287,gene9642,551963
rna21508,gene9322,551964
rna5868,gene2440,551966
rna5867,gene2440,551966
rna18969,gene8231,551967
rna18966,gene8231,551967
rna18967,gene8231,551967
rna18968,gene8231,551967
rna26441,gene11478,551968
rna26179,gene11333,551969
rna6472,gene2724,551970
rna6473,gene2724,551970
rna6474,gene2724,551970
rna6475,gene2724,551970
rna6476,gene2724,551970
rna6477,gene2724,551970
rna6478,gene2724,551970
rna6479,gene2724,551970
rna6480,gene2724,551970
rna6481,gene2724,551970
rna7571,gene3179,551971
rna7570,gene3179,551971
rna17067,gene7361,551972
rna12350,gene5341,551973
rna12351,gene5341,551973
rna12361,gene5341,551973
rna12358,gene5341,551973
rna12359,gene5341,551973
rna12360,gene5341,551973
rna12357,gene5341,551973
rna12353,gene5341,551973
rna12354,gene5341,551973
rna12355,gene5341,551973
rna12356,gene5341,551973
rna12352,gene5341,551973
rna992,gene447,551974
rna991,gene447,551974
rna16746,gene7235,551975
rna1748,gene759,551976
rna1747,gene759,551976
rna1749,gene759,551976
rna1750,gene759,551976
rna1751,gene759,551976
rna1752,gene759,551976
rna2350,gene984,551978
rna18375,gene7945,551980
rna18374,gene7945,551980
rna19443,gene8444,551981
rna9633,gene4076,551982
rna9634,gene4076,551982
rna9635,gene4076,551982
rna9636,gene4076,551982
rna9637,gene4076,551982
rna9638,gene4076,551982
rna9639,gene4076,551982
rna14719,gene6380,551983
rna25969,gene11246,551984
rna25967,gene11246,551984
rna25968,gene11246,551984
rna18963,gene8228,551986
rna21352,gene9256,551987
rna21353,gene9256,551987
rna21354,gene9256,551987
rna21355,gene9256,551987
rna21356,gene9256,551987
rna25387,gene11007,551990
rna27602,gene12045,551991
rna27605,gene12045,551991
rna27604,gene12045,551991
rna27603,gene12045,551991
rna4502,gene1901,551992
rna4503,gene1901,551992
rna9801,gene4161,551993
rna17065,gene7359,551996
rna4030,gene1689,551997
rna4029,gene1689,551997
rna14011,gene6080,551998
rna14010,gene6080,551998
rna18029,gene7798,551999
rna18030,gene7798,551999
rna18031,gene7798,551999
rna18032,gene7798,551999
rna18033,gene7798,551999
rna14134,gene6125,552000
rna993,gene448,552001
rna20156,gene8749,552002
rna20155,gene8749,552002
rna20157,gene8749,552002
rna15685,gene6803,552003
rna15686,gene6803,552003
rna15687,gene6803,552003
rna15684,gene6803,552003
rna13115,gene5687,552005
rna13116,gene5687,552005
rna26061,gene11282,552006
rna8738,gene3688,552007
rna8737,gene3688,552007
rna8736,gene3688,552007
rna12338,gene5333,552008
rna12340,gene5333,552008
rna12339,gene5333,552008
rna27989,gene12208,552009
rna27988,gene12208,552009
rna27990,gene12208,552009
rna16241,gene7035,552010
rna5442,gene2317,552012
rna5441,gene2317,552012
rna3086,gene1284,552014
rna18962,gene8227,552015
rna23460,gene10174,552016
rna24790,gene10748,552017
rna24793,gene10748,552017
rna24792,gene10748,552017
rna24791,gene10748,552017
rna26435,gene11473,552018
rna27598,gene12041,552019
rna27596,gene12041,552019
rna27597,gene12041,552019
rna4201,gene1761,552020
rna4200,gene1761,552020
rna7224,gene3037,552021
rna7225,gene3037,552021
rna6052,gene2546,552022
rna9802,gene4162,552023
rna9803,gene4162,552023
rna9804,gene4162,552023
rna15909,gene6883,552024
rna10736,gene4577,552025
rna14129,gene6124,552026
rna14130,gene6124,552026
rna14131,gene6124,552026
rna14132,gene6124,552026
rna14133,gene6124,552026
rna16753,gene7238,552027
rna16754,gene7238,552027
rna16755,gene7238,552027
rna16756,gene7238,552027
rna16752,gene7238,552027
rna26105,gene11298,552028
rna26106,gene11298,552028
rna5913,gene2469,552029
rna5914,gene2469,552029
rna5915,gene2469,552029
rna5916,gene2469,552029
rna23269,gene10089,552030
rna15681,gene6802,552031
rna15682,gene6802,552031
rna15679,gene6802,552031
rna15680,gene6802,552031
rna15677,gene6802,552031
rna15678,gene6802,552031
rna15683,gene6802,552031
rna2347,gene982,552032
rna2346,gene982,552032
rna2345,gene982,552032
rna2344,gene982,552032
rna2343,gene982,552032
rna19685,gene8550,552033
rna14721,gene6382,552034
rna2197,gene932,552036
rna2196,gene932,552036
rna5437,gene2314,552037
rna5438,gene2314,552037
rna852,gene388,552038
rna1598,gene697,552039
rna1949,gene829,552040
rna1950,gene829,552040
rna1951,gene829,552040
rna1952,gene829,552040
rna1953,gene829,552040
rna18960,gene8226,552042
rna18961,gene8226,552042
rna25384,gene11005,552043
rna4968,gene2137,552044
rna4972,gene2137,552044
rna4969,gene2137,552044
rna4970,gene2137,552044
rna4971,gene2137,552044
rna4973,gene2137,552044
rna4974,gene2137,552044
rna4975,gene2137,552044
rna4976,gene2137,552044
rna11648,gene5013,552046
rna11649,gene5013,552046
rna12573,gene5436,552047
rna12574,gene5436,552047
rna12575,gene5436,552047
rna14229,gene6169,552048
rna14228,gene6169,552048
rna14227,gene6169,552048
rna15911,gene6884,552049
rna15910,gene6884,552049
rna14128,gene6123,552050
rna15567,gene6759,552051
rna996,gene451,552052
rna26107,gene11299,552053
rna15675,gene6800,552055
rna15674,gene6800,552055
rna20352,gene8846,552056
rna12672,gene5480,552058
rna12673,gene5480,552058
rna12674,gene5480,552058
rna12675,gene5480,552058
rna14149,gene6134,552061
rna14150,gene6134,552061
rna23289,gene10104,552062
rna23290,gene10104,552062
rna23291,gene10104,552062
rna23292,gene10104,552062
rna11348,gene4859,552063
rna11349,gene4859,552063
rna11350,gene4859,552063
rna290,gene130,552064
rna291,gene130,552064
rna2194,gene930,552065
rna16546,gene7158,552066
rna16547,gene7158,552066
rna1597,gene696,552067
rna3546,gene1476,552068
rna3544,gene1476,552068
rna3545,gene1476,552068
rna19315,gene8381,552069
rna22599,gene9809,552070
rna22602,gene9809,552070
rna22600,gene9809,552070
rna22601,gene9809,552070
rna22603,gene9809,552070
rna22604,gene9809,552070
rna24720,gene10714,552071
rna26174,gene11329,552072
rna5104,gene2192,552073
rna4960,gene2135,552074
rna4962,gene2135,552074
rna4963,gene2135,552074
rna4964,gene2135,552074
rna4965,gene2135,552074
rna4961,gene2135,552074
rna4499,gene1898,552075
rna6491,gene2729,552076
rna8562,gene3616,552077
rna8563,gene3616,552077
rna8564,gene3616,552077
rna8132,gene3425,552078
rna8133,gene3425,552078
rna10192,gene4328,552079
rna10193,gene4328,552079
rna10194,gene4328,552079
rna10195,gene4328,552079
rna10196,gene4328,552079
rna27213,gene11850,552081
rna27214,gene11850,552081
rna26111,gene11300,552082
rna26108,gene11300,552082
rna26109,gene11300,552082
rna26110,gene11300,552082
rna542,gene245,552083
rna22115,gene9566,552084
rna20348,gene8845,552085
rna20349,gene8845,552085
rna20350,gene8845,552085
rna20351,gene8845,552085
rna27269,gene11889,552086
rna27270,gene11889,552086
rna27271,gene11889,552086
rna27272,gene11889,552086
rna14147,gene6132,552087
rna24910,gene10809,552088
rna11347,gene4858,552089
rna3584,gene1488,552090
rna3585,gene1488,552090
rna2193,gene929,552091
rna2192,gene929,552091
rna5433,gene2312,552092
rna5434,gene2312,552092
rna5435,gene2312,552092
rna6961,gene2920,552093
rna6960,gene2920,552093
rna1592,gene694,552094
rna1593,gene694,552094
rna1591,gene694,552094
rna1590,gene694,552094
rna1589,gene694,552094
rna1586,gene694,552094
rna1587,gene694,552094
rna1588,gene694,552094
rna1585,gene694,552094
rna1584,gene694,552094
rna1582,gene694,552094
rna1583,gene694,552094
rna1581,gene694,552094
rna1965,gene832,552095
rna2775,gene1148,552096
rna19166,gene8316,552097
rna21800,gene9451,552098
rna26173,gene11328,552099
rna27578,gene12030,552100
rna27575,gene12030,552100
rna27576,gene12030,552100
rna27577,gene12030,552100
rna27574,gene12030,552100
rna27573,gene12030,552100
rna27572,gene12030,552100
