rnaID,geneID,ENTREZ
rna6313,gene2653,100577303
rna6314,gene2653,100577303
rna15745,gene6823,100577306
rna15746,gene6823,100577306
rna15747,gene6823,100577306
rna15748,gene6823,100577306
rna13939,gene6043,100577307
rna13940,gene6043,100577307
rna13941,gene6043,100577307
rna13942,gene6043,100577307
rna13943,gene6043,100577307
rna18997,gene8244,100577308
rna18998,gene8244,100577308
rna18999,gene8244,100577308
rna20750,gene8998,100577309
rna20749,gene8998,100577309
rna27802,gene12138,100577317
rna27803,gene12138,100577317
rna27804,gene12138,100577317
rna27008,gene11758,100577320
rna27009,gene11758,100577320
rna27010,gene11758,100577320
rna27011,gene11758,100577320
rna24268,gene10514,100577322
rna7634,gene3212,100577324
rna225,gene96,100577325
rna226,gene96,100577325
rna6304,gene2651,100577327
rna6305,gene2651,100577327
rna18432,gene7975,100577331
rna15755,gene6826,100577332
rna15756,gene6826,100577332
rna15754,gene6826,100577332
rna15753,gene6826,100577332
rna15751,gene6826,100577332
rna15752,gene6826,100577332
rna4588,gene1952,100577334
rna10539,gene4497,100577335
rna10540,gene4497,100577335
rna10541,gene4497,100577335
rna10542,gene4497,100577335
rna10543,gene4497,100577335
rna1640,gene711,100577336
rna1641,gene711,100577336
rna1639,gene711,100577336
rna13484,gene5856,100577341
rna520,gene230,100577342
rna18756,gene8138,100577343
rna18757,gene8138,100577343
rna18758,gene8138,100577343
rna21467,gene9303,100577344
rna12821,gene5549,100577346
rna27319,gene11909,100577347
rna27320,gene11909,100577347
rna27321,gene11909,100577347
rna23563,gene10219,100577348
rna23564,gene10219,100577348
rna23565,gene10219,100577348
rna15888,gene6870,100577351
rna15887,gene6870,100577351
rna15889,gene6870,100577351
rna17192,gene7423,100577358
rna22593,gene9804,100577359
rna22594,gene9804,100577359
rna11874,gene5125,100577360
rna25544,gene11077,100577362
rna16446,gene7116,100577363
rna16447,gene7116,100577363
rna21889,gene9478,100577364
rna21888,gene9478,100577364
rna21890,gene9478,100577364
rna21891,gene9478,100577364
rna2604,gene1088,100577365
rna2605,gene1088,100577365
rna23324,gene10119,100577367
rna23325,gene10119,100577367
rna530,gene238,100577369
rna531,gene238,100577369
rna20758,gene9003,100577371
rna12823,gene5550,100577373
rna12822,gene5550,100577373
rna10537,gene4496,100577376
rna10538,gene4496,100577376
rna5659,gene2397,100577377
rna19708,gene8562,100577378
rna22595,gene9805,100577381
rna15528,gene6734,100577382
rna1058,gene471,100577384
rna13842,gene6005,100577385
rna13843,gene6005,100577385
rna13844,gene6005,100577385
rna13845,gene6005,100577385
rna13846,gene6005,100577385
rna13847,gene6005,100577385
rna13848,gene6005,100577385
rna13849,gene6005,100577385
rna12067,gene5207,100577386
rna12068,gene5207,100577386
rna25540,gene11073,100577387
rna11559,gene4966,100577393
rna11558,gene4966,100577393
rna11557,gene4966,100577393
rna11556,gene4966,100577393
rna11555,gene4966,100577393
rna26770,gene11646,100577394
rna26771,gene11646,100577394
rna10092,gene4280,100577396
rna10091,gene4280,100577396
rna10093,gene4280,100577396
rna10094,gene4280,100577396
rna10095,gene4280,100577396
rna9369,gene3947,100577397
rna12824,gene5551,100577398
rna18566,gene8048,100577401
rna18565,gene8048,100577401
rna18564,gene8048,100577401
rna19715,gene8564,100577406
rna19716,gene8564,100577406
rna18283,gene7907,100577407
rna18285,gene7907,100577407
rna18284,gene7907,100577407
rna15202,gene6594,100577408
rna15203,gene6594,100577408
rna15204,gene6594,100577408
rna17366,gene7515,100577409
rna9971,gene4229,100577410
rna25956,gene11236,100577418
rna11890,gene5128,100577422
rna19005,gene8248,100577423
rna1824,gene788,100577425
rna23557,gene10213,100577428
rna23555,gene10213,100577428
rna23556,gene10213,100577428
rna23554,gene10213,100577428
rna23553,gene10213,100577428
rna24511,gene10621,100577430
rna5971,gene2506,100577436
rna3758,gene1577,100577437
rna17218,gene7437,100577440
rna17219,gene7437,100577440
rna18307,gene7915,100577441
rna15518,gene6729,100577444
rna15519,gene6729,100577444
rna4579,gene1947,100577446
rna21912,gene9489,100577449
rna3276,gene1368,100577450
rna23348,gene10128,100577451
rna14826,gene6429,100577452
rna13439,gene5827,100577453
rna535,gene241,100577454
rna20404,gene8860,100577455
rna20774,gene9012,100577456
rna20775,gene9012,100577456
rna26377,gene11439,100577464
rna26376,gene11439,100577464
rna18537,gene8033,100577466
rna13629,gene5919,100577472
rna13626,gene5919,100577472
rna13627,gene5919,100577472
rna13628,gene5919,100577472
rna13630,gene5919,100577472
rna3759,gene1578,100577474
rna3760,gene1578,100577474
rna13474,gene5849,100577476
rna1164,gene526,100577481
rna4575,gene1944,100577482
rna4576,gene1944,100577482
rna22157,gene9584,100577487
rna14843,gene6439,100577488
rna13438,gene5826,100577489
rna12393,gene5355,100577491
rna8508,gene3586,100577492
rna8509,gene3586,100577492
rna8510,gene3586,100577492
rna18814,gene8165,100577493
rna18813,gene8165,100577493
rna4848,gene2097,100577496
rna4849,gene2097,100577496
rna9357,gene3939,100577497
rna14315,gene6211,100577498
rna14314,gene6211,100577498
rna14313,gene6211,100577498
rna14316,gene6211,100577498
rna1894,gene802,100577499
rna3154,gene1314,100577501
rna19621,gene8518,100577504
rna19622,gene8518,100577504
rna19623,gene8518,100577504
rna24723,gene10716,100577506
rna24724,gene10716,100577506
rna24725,gene10716,100577506
rna24726,gene10716,100577506
rna13471,gene5848,100577507
rna13472,gene5848,100577507
rna13473,gene5848,100577507
rna13829,gene5998,100577510
rna7449,gene3121,100577513
rna7450,gene3121,100577513
rna23349,gene10129,100577515
rna28069,gene12238,100577516
rna11897,gene5134,100577517
rna11901,gene5134,100577517
rna11902,gene5134,100577517
rna11903,gene5134,100577517
rna11904,gene5134,100577517
rna11905,gene5134,100577517
rna11906,gene5134,100577517
rna11898,gene5134,100577517
rna11899,gene5134,100577517
rna11900,gene5134,100577517
rna16232,gene7030,100577519
rna21804,gene9454,100577520
rna2285,gene965,100577521
rna2630,gene1100,100577522
rna2629,gene1100,100577522
rna2628,gene1100,100577522
rna2627,gene1100,100577522
rna2626,gene1100,100577522
rna2625,gene1100,100577522
rna6492,gene2730,100577525
rna8513,gene3589,100577527
rna4846,gene2096,100577530
rna4847,gene2096,100577530
rna3141,gene1307,100577533
rna19625,gene8519,100577537
rna19624,gene8519,100577537
rna6057,gene2550,100577538
rna6056,gene2550,100577538
rna14551,gene6303,100577539
rna14552,gene6303,100577539
rna13435,gene5825,100577541
rna13436,gene5825,100577541
rna13437,gene5825,100577541
rna24562,gene10642,100577542
rna24563,gene10642,100577542
rna24564,gene10642,100577542
rna24565,gene10642,100577542
rna23852,gene10341,100577543
rna23853,gene10341,100577543
rna26380,gene11441,100577544
rna26379,gene11441,100577544
rna15571,gene6762,100577546
rna9091,gene3835,100577548
rna9092,gene3835,100577548
rna27031,gene11770,100577551
rna27032,gene11770,100577551
rna27033,gene11770,100577551
rna11765,gene5070,100577552
rna11763,gene5070,100577552
rna11764,gene5070,100577552
rna11762,gene5070,100577552
rna8802,gene3719,100577553
rna22211,gene9603,100577559
rna17174,gene7414,100577561
rna8634,gene3655,100577562
rna8635,gene3655,100577562
rna8636,gene3655,100577562
rna12514,gene5406,100577565
rna23521,gene10193,100577569
rna23520,gene10193,100577569
rna13440,gene5828,100577571
rna19282,gene8365,100577573
rna7143,gene3003,100577574
rna7142,gene3003,100577574
rna7141,gene3003,100577574
rna7140,gene3003,100577574
rna16075,gene6961,100577575
rna7431,gene3116,100577576
rna3628,gene1515,100577577
rna20244,gene8792,100577578
rna20243,gene8792,100577578
rna9459,gene3976,100577579
rna7748,gene3259,100577580
rna7747,gene3259,100577580
rna14912,gene6468,100577582
rna14911,gene6468,100577582
rna14910,gene6468,100577582
rna9903,gene4198,100577584
rna9902,gene4198,100577584
rna872,gene401,100577585
rna15393,gene6681,100577587
rna15394,gene6681,100577587
rna15395,gene6681,100577587
rna15396,gene6681,100577587
rna15397,gene6681,100577587
rna15398,gene6681,100577587
rna15399,gene6681,100577587
rna15400,gene6681,100577587
rna15401,gene6681,100577587
rna4571,gene1940,100577590
rna4570,gene1940,100577590
rna4569,gene1940,100577590
rna28229,gene12311,100577594
rna28230,gene12311,100577594
rna22210,gene9602,100577596
rna4194,gene1755,100577598
rna4192,gene1755,100577598
rna4193,gene1755,100577598
rna15219,gene6601,100577600
rna15220,gene6601,100577600
rna18823,gene8169,100577602
rna19011,gene8252,100577603
rna4813,gene2081,100577605
rna5009,gene2149,100577606
rna18028,gene7797,100577607
rna27417,gene11954,100577610
rna27416,gene11954,100577610
rna27418,gene11954,100577610
rna27415,gene11954,100577610
rna8134,gene3426,100577614
rna8135,gene3426,100577614
rna7437,gene3118,100577620
rna7438,gene3118,100577620
rna7433,gene3118,100577620
rna7434,gene3118,100577620
rna7435,gene3118,100577620
rna7436,gene3118,100577620
rna7439,gene3118,100577620
rna7442,gene3118,100577620
rna7440,gene3118,100577620
rna7441,gene3118,100577620
rna7443,gene3118,100577620
rna7444,gene3118,100577620
rna7445,gene3118,100577620
rna21803,gene9453,100577623
rna11542,gene4959,100577629
rna11543,gene4959,100577629
rna25523,gene11059,100577632
rna25522,gene11059,100577632
rna25524,gene11059,100577632
rna4566,gene1937,100577634
rna4982,gene2141,100577635
rna4981,gene2141,100577635
rna4980,gene2141,100577635
rna4983,gene2141,100577635
rna12526,gene5416,100577636
rna6186,gene2603,100577638
rna6185,gene2603,100577638
rna6184,gene2603,100577638
rna26093,gene11291,100577640
rna24595,gene10657,100577641
rna20845,gene9044,100577644
rna11104,gene4751,100577646
rna11105,gene4751,100577646
rna11107,gene4751,100577646
rna11106,gene4751,100577646
rna3129,gene1300,100577648
rna20312,gene8820,100577649
rna20311,gene8820,100577649
rna19637,gene8528,100577651
rna19638,gene8528,100577651
rna19639,gene8528,100577651
rna26387,gene11448,100577654
rna685,gene313,100577655
rna26792,gene11653,100577656
rna26790,gene11653,100577656
rna26791,gene11653,100577656
rna5280,gene2249,100577661
rna17387,gene7532,100577667
rna12118,gene5230,100577669
rna12117,gene5230,100577669
rna12116,gene5230,100577669
rna12115,gene5230,100577669
rna4740,gene2037,100577670
rna4565,gene1936,100577671
rna19020,gene8256,100577672
rna19019,gene8256,100577672
rna19018,gene8256,100577672
rna19017,gene8256,100577672
rna22915,gene9929,100577673
rna7574,gene3182,100577675
rna7575,gene3182,100577675
rna16264,gene7046,100577676
rna6037,gene2541,100577678
rna6038,gene2541,100577678
rna25869,gene11199,100577679
rna25870,gene11199,100577679
rna14562,gene6310,100577680
rna6441,gene2712,100577681
rna24594,gene10656,100577682
rna9704,gene4112,100577683
rna21240,gene9210,100577687
rna21241,gene9210,100577687
rna3118,gene1293,100577689
rna18038,gene7802,100577690
rna98,gene35,100577692
rna95,gene35,100577692
rna96,gene35,100577692
rna97,gene35,100577692
rna19640,gene8529,100577693
rna24482,gene10605,100577694
rna24481,gene10605,100577694
rna24480,gene10605,100577694
rna24479,gene10605,100577694
rna24478,gene10605,100577694
rna27653,gene12073,100577695
rna27649,gene12073,100577695
rna27650,gene12073,100577695
rna27651,gene12073,100577695
rna27652,gene12073,100577695
rna27648,gene12073,100577695
rna23820,gene10323,100577696
rna27770,gene12120,100577697
rna27769,gene12120,100577697
rna12417,gene5371,100577698
rna20648,gene8960,100577699
rna10744,gene4581,100577702
rna2891,gene1188,100577704
rna13197,gene5720,100577707
rna13196,gene5720,100577707
rna15386,gene6677,100577711
rna11791,gene5082,100577712
rna11792,gene5082,100577712
rna11793,gene5082,100577712
rna4592,gene1954,100577714
rna4558,gene1934,100577715
rna4559,gene1934,100577715
rna4560,gene1934,100577715
rna4561,gene1934,100577715
rna10509,gene4482,100577717
rna10510,gene4482,100577717
rna4959,gene2134,100577719
rna6036,gene2540,100577721
rna14885,gene6457,100577722
rna14886,gene6457,100577722
rna14887,gene6457,100577722
rna13447,gene5835,100577723
rna15231,gene6606,100577724
rna8504,gene3584,100577725
rna15779,gene6840,100577727
rna15778,gene6840,100577727
rna15777,gene6840,100577727
rna12527,gene5417,100577731
rna21837,gene9464,100577735
rna22123,gene9571,100577737
rna22124,gene9571,100577737
rna24477,gene10604,100577739
rna5509,gene2349,100577742
rna6035,gene2539,100577743
rna13385,gene5803,100577744
rna15381,gene6674,100577746
rna15382,gene6674,100577746
rna19292,gene8371,100577748
rna19294,gene8371,100577748
rna19293,gene8371,100577748
rna4771,gene2058,100577749
rna4944,gene2125,100577751
rna4943,gene2125,100577751
rna4941,gene2125,100577751
rna4942,gene2125,100577751
rna4940,gene2125,100577751
rna23274,gene10093,100577752
rna23275,gene10093,100577752
rna2081,gene896,100577753
rna2082,gene896,100577753
rna2083,gene896,100577753
rna25846,gene11189,100577754
rna22086,gene9545,100577755
rna14888,gene6458,100577756
rna14889,gene6458,100577756
rna18493,gene8009,100577758
rna18708,gene8123,100577759
rna18709,gene8123,100577759
rna18710,gene8123,100577759
rna18711,gene8123,100577759
rna18712,gene8123,100577759
rna14281,gene6191,100577763
rna12242,gene5288,100577764
rna12243,gene5288,100577764
rna12244,gene5288,100577764
rna12245,gene5288,100577764
rna12246,gene5288,100577764
rna12247,gene5288,100577764
rna12248,gene5288,100577764
rna20256,gene8796,100577766
rna28190,gene12290,100577767
rna28189,gene12290,100577767
rna28188,gene12290,100577767
rna28186,gene12290,100577767
rna28187,gene12290,100577767
rna28185,gene12290,100577767
rna28184,gene12290,100577767
rna27505,gene11994,100577769
rna20049,gene8705,100577771
rna20050,gene8705,100577771
rna18116,gene7835,100577772
rna18113,gene7835,100577772
rna18114,gene7835,100577772
rna18115,gene7835,100577772
rna18112,gene7835,100577772
rna18104,gene7835,100577772
rna18105,gene7835,100577772
rna18106,gene7835,100577772
rna18107,gene7835,100577772
rna18108,gene7835,100577772
rna18109,gene7835,100577772
rna18110,gene7835,100577772
rna18111,gene7835,100577772
rna18118,gene7835,100577772
rna18119,gene7835,100577772
rna18102,gene7835,100577772
rna18103,gene7835,100577772
rna18117,gene7835,100577772
rna6785,gene2847,100577773
rna26502,gene11510,100577777
rna26503,gene11510,100577777
rna11910,gene5137,100577778
rna13379,gene5801,100577781
rna13383,gene5801,100577781
rna13380,gene5801,100577781
rna13381,gene5801,100577781
rna13382,gene5801,100577781
rna676,gene308,100577782
rna677,gene308,100577782
rna26722,gene11619,100577783
rna26721,gene11619,100577783
rna26718,gene11619,100577783
rna26719,gene11619,100577783
rna26720,gene11619,100577783
rna25226,gene10947,100577784
rna25227,gene10947,100577784
rna4580,gene1949,100577786
rna4582,gene1949,100577786
rna4581,gene1949,100577786
rna4535,gene1919,100577787
rna4534,gene1919,100577787
rna19299,gene8374,100577788
rna20979,gene9095,100577789
rna20978,gene9095,100577789
rna5905,gene2465,100577795
rna26100,gene11295,100577797
rna8494,gene3581,100577798
rna8492,gene3581,100577798
rna8495,gene3581,100577798
rna8496,gene3581,100577798
rna8493,gene3581,100577798
rna8498,gene3581,100577798
rna8497,gene3581,100577798
rna20865,gene9055,100577801
rna20866,gene9055,100577801
rna20867,gene9055,100577801
rna20868,gene9055,100577801
rna20869,gene9055,100577801
rna20870,gene9055,100577801
rna20871,gene9055,100577801
rna20872,gene9055,100577801
rna20873,gene9055,100577801
rna20874,gene9055,100577801
rna20875,gene9055,100577801
rna20876,gene9055,100577801
rna20877,gene9055,100577801
rna20878,gene9055,100577801
rna20879,gene9055,100577801
rna20880,gene9055,100577801
rna10347,gene4403,100577803
rna12642,gene5464,100577805
rna12641,gene5464,100577805
rna12640,gene5464,100577805
rna19848,gene8614,100577809
